@relation trainingdata

@attribute Word numeric
@attribute Len numeric
@attribute 2let {ча,во,че,нь,бо,до,но,ок,ек,дь,ат,ут,ин,ца,ур,аз,ка,са,ра,ия,ен,ор,ит,ац,нт,ив,зм,ст,ие,аж,рт,ий,ос,ис,ют,ть,ер,кт,рд,сс,уг,их,ль,ал,жа,нс,на,ик,рс,за,од,та,ла,оз,ан,як,ус,ез,аф,ом,ир,из,ав,уб,ол,рк,от,ет,ег,оп,да,ип,он,ва,ма,ша,ог,тр,ум,ул,ид,пт,ех,ес,яр,па,ям,ил,рг,нг,вт,ук,кр,ар,ын,тм,ах,нж,юр,ьд,ов,фа,ба,ак,ас,уф,ел,кс,об,аг,вр,им,ьм,фм,ло,оф,юс,аш,мб,иф,ош,рь,аб,ап,уз,лл,ще,иг,ык,ьт,юк,фт,ев,ща,бр,ля,ся,уд,ян,ам,га,иш,йн,ед,нк,ня,еж,еф,ич,ск,нд,йт,нн,ха,ыл,чь,рц,мс,кл,пс,го,жь,йс,иц,юз,яд,то,эр,шь,дж,тт,нх,еп,ем,ун,рш,ря,зь,сь,ьс,мп,це,яг,ад,иб,ох,юд,вь,хт,рп,фь,рн,щь,зг,ыв,зд,ыш,юб,ух,ув,яж,уч,еб,ец,рм,уп,пь,яз,лс,юн,ьф,йм,др,мм,рф,мн,вк,рх,яп,фр,пп,яш,ач,ят,ож,йв,ыз,йф,лк,уш,эт,нр,зл,зо,юх,гс,лп,мь,ьц,пф,йд,бь,ым,еш,юш,нч,юв,рж,юм,шт,нц,тч,ьн,хо,яс,же,эс,ях,см,яц,ро,ыс,ыт,лм,ып,гр,рв,вх,гм,эп,оч,мо,сг,ых,рл,бс,кк,ыг,мт,иж,ьк,нш,лт,йх,сл,рб,кх,ьп,йр,яб,гд,рч,зн,нм,ищ,ьб,ыр,йп,рз,мф,вн,йц,гт,дт,лд,юп,нз,йк,ыб,ял,йл,ёв,ея,эн,пр,лз,ыч,ая,дл,эк,ай,цк,яя,еч,уя,ти,ки,зи,си,ко,ни,лг,ье,цо,ли,ку,ьо,зе,ьи,ью,ру,ри,би,тс,фи,ду,те,оа,ао,по,еу,уи,хс,йз,дс,ке,ши,тл,ми,ья,не,иа,жи}
@attribute Gender {ж,с,мо,м,жо,мо-жо,со}
@attribute Class {4а,1с,8а,1а,3*а,3а,2а,5а,7а}

@data
16125,6,ез,м,1а
16126,9,ик,мо,3а
16127,8,ка,ж,3*а
16128,15,во,с,1а
16129,6,ыв,м,1а
16130,7,да,ж,1а
16131,8,ка,ж,3*а
16132,8,тр,м,1а
16133,11,ик,мо,3а
16134,12,ца,жо,5а
16135,9,ка,ж,3*а
16136,10,ка,ж,3*а
16137,5,ув,м,1а
16138,11,ик,мо,3а
16139,9,ие,с,7а
16140,14,во,с,1а
16141,7,ка,ж,3*а
16142,9,ик,м,3а
16143,12,ть,ж,8а
16144,9,ть,ж,8а
16145,7,ль,м,2а
16146,11,ца,ж,5а
16147,8,ка,ж,3*а
16148,8,ок,м,3*а
16149,5,зд,м,1а
16150,7,ка,ж,3*а
16151,8,ик,мо,3а
16152,9,ца,жо,5а
16153,13,во,с,1а
16154,6,ка,ж,3*а
16155,7,ик,мо,3а
16156,8,ца,жо,5а
16157,7,ик,мо,3а
16158,8,ца,жо,5а
16159,7,ие,с,7а
16160,6,ва,ж,1а
16161,7,ка,ж,3*а
16162,8,ик,мо,3а
16163,5,им,м,1а
16164,12,ть,ж,8а
16165,5,ин,м,1а
16166,11,ия,ж,7а
16167,11,ик,м,3а
16168,8,ие,с,7а
16169,9,ие,с,7а
16170,15,ть,ж,8а
16171,10,ие,с,7а
16172,12,ть,ж,8а
16173,7,ок,м,3*а
16174,9,ие,с,7а
16175,4,иб,мо,1а
16176,9,ть,ж,8а
16177,7,ыш,м,4а
16178,12,ие,с,7а
16179,6,ие,с,7а
16180,8,ыш,мо,4а
16181,6,ит,мо,1а
16182,8,ка,жо,3*а
16183,8,ка,жо,3*а
16184,6,ов,м,1а
16185,5,аз,м,1а
16186,9,ие,с,7а
16187,12,ть,ж,8а
16188,5,ал,м,1а
16189,12,ть,ж,8а
16190,11,ие,с,7а
16191,7,ка,ж,3*а
16192,12,ть,ж,8а
16193,5,ат,м,1а
16194,7,ка,ж,3*а
16195,8,ик,м,3а
16196,8,ик,мо,3а
16197,7,ка,ж,3*а
16198,7,ка,ж,3*а
16199,6,пь,ж,8а
16200,6,ад,м,1а
16201,8,ка,ж,3*а
16202,9,ик,мо,3а
16203,6,ев,м,1а
16204,9,ка,ж,3*а
16205,8,ка,ж,3*а
16206,9,ик,мо,3а
16207,10,ца,жо,5а
16208,6,еп,м,1а
16209,8,ка,ж,3*а
16210,6,он,м,1а
16211,10,ие,с,7а
16212,11,ть,ж,8а
16213,10,ер,м,1а
16214,7,ка,ж,3*а
16215,8,ик,мо,3а
16216,10,ик,м,3а
16217,7,ка,ж,3*а
16218,9,ка,ж,3*а
16219,10,ик,м,3а
16220,10,ик,м,3а
16221,10,ль,мо,2а
16222,10,ль,м,2а
16223,10,ие,с,7а
16224,11,ик,м,3а
16225,5,ос,м,1а
16226,10,ца,ж,5а
16227,6,ап,м,1а
16228,12,ик,мо,3а
16229,8,ие,с,7а
16230,7,уз,м,1а
16231,7,ка,ж,3*а
16232,8,ик,мо,3а
16233,9,ца,жо,5а
16234,11,ие,с,7а
16235,6,дь,ж,8а
16236,7,ка,ж,3*а
16237,8,ик,мо,3а
16238,9,ца,жо,5а
16239,5,ив,м,1а
16240,7,ка,ж,3*а
16241,9,ка,ж,3*а
16242,8,ик,мо,3а
16243,5,им,мо,1а
16244,9,ик,м,3а
16245,7,ок,м,3*а
16246,7,ие,с,7а
16247,8,ик,м,3а
16248,10,ть,ж,8а
16249,8,ик,м,3а
16250,5,ог,м,3а
16251,15,ие,с,7а
16252,16,ик,мо,3а
16253,17,ца,жо,5а
16254,17,ть,ж,8а
16255,9,ие,с,7а
16256,9,ца,жо,5а
16257,10,ик,м,3а
16258,7,ач,м,4а
16259,15,ть,ж,8а
16260,14,ие,с,7а
16261,5,аз,м,1а
16262,7,ка,ж,3*а
16263,8,ик,мо,3а
16264,11,ие,с,7а
16265,11,ие,с,7а
16266,5,ек,м,3а
16267,9,ие,с,7а
16268,12,ть,ж,8а
16269,9,ик,мо,3а
16270,10,ца,жо,5а
16271,14,во,с,1а
16272,5,ет,м,1а
16273,7,ка,ж,3*а
16274,5,ин,м,1а
16275,7,ка,ж,3*а
16276,5,ол,м,1а
16277,7,от,м,1а
16278,9,ик,м,3а
16279,6,ст,м,1а
16280,7,ка,ж,3*а
16281,8,ик,мо,3а
16282,9,ца,жо,5а
16283,5,ыв,м,1а
16284,7,ка,ж,3*а
16285,8,ик,мо,3а
16286,11,ие,с,7а
16287,7,ка,жо,3*а
16288,9,ие,с,7а
16289,7,ка,ж,3*а
16290,6,зм,м,1а
16291,11,ие,с,7а
16292,6,зь,ж,8а
16293,10,ль,мо,2а
16294,14,ца,жо,5а
16295,5,ка,ж,3*а
16296,5,ос,м,1а
16297,6,ук,м,3а
16298,9,ик,м,3а
16299,4,ос,м,1а
16300,9,ие,с,7а
16301,7,ка,ж,3*а
16302,6,лм,м,1а
16303,8,ик,мо,3а
16304,9,ца,жо,5а
16305,7,ть,ж,8а
16306,5,ев,м,1а
16307,10,ть,ж,8а
16308,8,ик,м,3а
16309,9,ик,мо,3а
16310,10,ца,жо,5а
16311,9,ок,м,3*а
16312,11,ек,м,3*а
16313,11,ка,ж,3*а
16314,7,ок,м,3*а
16315,9,ик,м,3а
16316,9,ие,с,7а
16317,7,ок,м,3*а
16318,6,ав,м,1а
16319,8,ка,ж,3*а
16320,13,ие,с,7а
16321,15,во,с,1а
16322,7,ск,м,3а
16323,9,ик,м,3а
16324,6,ыв,м,1а
16325,8,он,м,1а
16326,11,ор,м,1а
16327,10,ие,с,7а
16328,11,ль,м,2а
16329,11,ль,мо,2а
16330,11,ие,с,7а
16331,5,ор,м,1а
16332,12,ть,ж,8а
16333,8,ка,ж,3*а
16334,11,ие,с,7а
16335,14,ть,ж,8а
16336,9,ик,мо,3а
16337,10,на,ж,1а
16338,8,ат,м,1а
16339,9,на,ж,1а
16340,10,ие,с,7а
16341,13,ть,ж,8а
16342,10,ик,м,3а
16343,6,ск,м,3а
16344,10,ие,с,7а
16345,12,ть,ж,8а
16346,11,ие,с,7а
16347,3,ар,мо,1а
16348,10,ие,с,7а
16349,9,ие,с,7а
16350,11,ие,с,7а
16351,6,ал,мо,1а
16352,4,рд,м,1а
16353,6,ек,м,3а
16354,5,ез,м,1а
16355,11,ик,мо,3а
16356,7,ка,ж,3*а
16357,8,ик,мо,3а
16358,9,ие,с,7а
16359,9,ие,с,7а
16360,7,ие,с,7а
16361,6,оз,м,1а
16362,10,ия,ж,7а
16363,6,ом,мо,1а
16364,8,ан,мо,1а
16365,10,ия,ж,7а
16366,10,ка,жо,3*а
16367,8,ат,м,1а
16368,12,ор,мо,1а
16369,12,ия,ж,7а
16370,8,ик,м,3а
16371,9,ка,ж,3а
16372,8,ин,м,1а
16373,8,ик,мо,3а
16374,9,ца,жо,5а
16375,13,во,с,1а
16376,10,ть,ж,8а
16377,9,ед,мо,1а
16378,13,ие,с,7а
16379,13,ие,с,7а
16380,11,ка,жо,3*а
16381,16,во,с,1а
16382,15,ие,с,7а
16383,14,во,с,1а
16384,10,ие,с,7а
16385,6,ст,м,1а
16386,11,ть,ж,8а
16387,7,ка,ж,3*а
16388,10,ть,ж,8а
16389,10,ик,м,3а
16390,8,ик,м,3а
16391,9,ие,с,7а
16392,10,ль,мо,2а
16393,14,ца,жо,5а
16394,7,ин,м,1а
16395,7,сс,м,1а
16396,5,ыв,м,1а
16397,8,ик,мо,3а
16398,8,ик,м,3а
16399,5,яд,м,1а
16400,10,ть,ж,8а
16401,8,ик,мо,3а
16402,9,ца,жо,5а
16403,5,ад,м,1а
16404,10,ль,мо,2а
16405,7,ка,ж,3*а
16406,8,ик,мо,3а
16407,10,ие,с,7а
16408,7,ка,жо,3*а
16409,6,ка,ж,3а
16410,11,ик,мо,3а
16411,12,ца,жо,5а
16412,9,ие,с,7а
16413,12,ть,ж,8а
16414,9,ик,мо,3а
16415,7,ка,ж,3*а
16416,7,ие,с,7а
16417,9,ик,мо,3а
16418,6,ок,м,3а
16419,11,ие,с,7а
16420,11,ие,с,7а
16421,6,ег,м,3а
16422,8,ие,с,7а
16423,9,ик,мо,3а
16424,10,ца,жо,5а
16425,12,ие,с,7а
16426,16,ть,ж,8а
16427,10,во,с,1а
16428,9,ие,с,7а
16429,15,во,с,1а
16430,8,ка,ж,3*а
16431,13,ть,ж,8а
16432,9,ик,мо,3а
16433,10,ца,жо,5а
16434,7,рк,м,3а
16435,5,ос,м,1а
16436,13,ка,ж,3*а
16437,8,ик,мо,3а
16438,9,ик,м,3а
16439,4,ст,м,1а
16440,16,ть,ж,8а
16441,8,ка,ж,3*а
16442,11,ие,с,7а
16443,9,ик,мо,3а
16444,10,ца,жо,5а
16445,14,во,с,1а
16446,11,ие,с,7а
16447,6,ил,м,1а
16448,8,ка,ж,3*а
16449,12,ть,ж,8а
16450,10,ик,мо,3а
16451,8,ик,мо,3а
16452,8,ка,ж,3*а
16453,13,ть,ж,8а
16454,15,ть,ж,8а
16455,15,ть,ж,8а
16456,9,ие,с,7а
16457,10,ль,мо,2а
16458,14,ца,жо,5а
16459,15,ть,ж,8а
16460,14,во,с,1а
16461,7,иг,м,3а
16462,7,иг,м,3а
16463,10,ие,с,7а
16464,13,ть,ж,8а
16465,9,ка,ж,3*а
16466,10,ик,мо,3а
16467,11,ца,жо,5а
16468,7,уг,м,3а
16469,11,ие,с,7а
16470,9,ия,ж,7а
16471,10,ть,ж,8а
16472,5,ып,м,1а
16473,11,ик,мо,3а
16474,12,ца,жо,5а
16475,7,ка,ж,3*а
16476,8,ик,мо,3а
16477,9,ца,жо,5а
16478,6,пь,ж,8а
16479,12,ть,ж,8а
16480,9,ие,с,7а
16481,12,ть,ж,8а
16482,7,ка,ж,3*а
16483,12,ие,с,7а
16484,8,ик,мо,3а
16485,5,ек,м,3а
16486,9,ик,м,3а
16487,7,ка,ж,3*а
16488,8,зм,м,1а
16489,8,ст,мо,1а
16490,7,ка,ж,3*а
16491,8,ик,мо,3а
16492,6,ск,м,3а
16493,7,ка,ж,3*а
16494,4,тр,м,1а
16495,8,ка,ж,3*а
16496,13,ие,с,7а
16497,9,ик,мо,3а
16498,17,ть,ж,8а
16499,6,ий,м,7а
16500,8,ка,ж,3*а
16501,6,га,ж,3а
16502,6,ра,ж,1а
16503,13,ия,ж,7а
16504,10,зм,м,1а
16505,10,ст,мо,1а
16506,12,ка,жо,3*а
16507,13,ть,ж,8а
16508,11,та,ж,1а
16509,12,оф,мо,1а
16510,14,ия,ж,7а
16511,8,ик,мо,3а
16512,9,ца,жо,5а
16513,9,рт,м,1а
16514,5,яг,м,3а
16515,11,ие,с,7а
16516,9,ие,с,7а
16517,7,ка,ж,3*а
16518,11,ть,ж,8а
16519,10,ик,м,3а
16520,5,ка,ж,3а
16521,12,ие,с,7а
16522,15,ть,ж,8а
16523,10,ль,мо,2а
16524,12,ие,с,7а
16525,8,ус,мо,1а
16526,8,он,м,1а
16527,9,ть,ж,8а
16528,7,ик,м,3а
16529,7,ик,мо,3а
16530,8,ца,жо,5а
16531,12,во,с,1а
16532,8,ие,с,7а
16533,6,ен,м,1а
16534,6,ол,м,1а
16535,5,ал,мо,1а
16536,7,ка,жо,3*а
16537,11,ть,ж,8а
16538,10,во,с,1а
16539,10,ик,м,3а
16540,9,ик,мо,3а
16541,10,ца,жо,5а
16542,9,ка,ж,3*а
16543,10,ка,ж,3*а
16544,7,ка,ж,3*а
16545,12,ть,ж,8а
16546,8,ик,мо,3а
16547,10,ие,с,7а
16548,6,ап,м,1а
16549,9,ик,м,3а
16550,12,ть,ж,8а
16551,11,ие,с,7а
16552,7,ка,ж,3*а
16553,7,ка,ж,3*а
16554,6,зм,м,1а
16555,8,ал,мо,1а
16556,14,ия,ж,7а
16557,11,зм,м,1а
16558,11,ст,мо,1а
16559,18,ть,ж,8а
16560,13,ка,жо,3*а
16561,14,ть,ж,8а
16562,6,ст,мо,1а
16563,8,ка,жо,3*а
16564,5,ия,ж,7а
16565,6,ен,мо,1а
16566,8,ка,жо,3*а
16567,6,ло,с,1а
16568,9,ик,мо,3а
16569,10,ца,жо,5а
16570,16,ть,ж,8а
16571,10,во,с,1а
16572,15,ие,с,7а
16573,7,ие,с,7а
16574,6,ив,мо,1а
16575,10,ие,с,7а
16576,5,ес,м,1а
16577,5,ет,м,1а
16578,13,во,с,1а
16579,8,ик,мо,3а
16580,9,ца,жо,5а
16581,5,ин,м,1а
16582,9,ие,с,7а
16583,10,ль,мо,2а
16584,7,ка,ж,3*а
16585,8,ик,мо,3а
16586,10,ие,с,7а
16587,12,ть,ж,8а
16588,9,ав,м,1а
16589,12,ие,с,7а
16590,9,ие,с,7а
16591,7,ка,ж,3*а
16592,9,ик,м,3а
16593,9,ик,м,3а
16594,8,ка,ж,3*а
16595,5,да,жо,1а
16596,9,ик,м,3а
16597,4,ян,мо,1а
16598,14,ть,ж,8а
16599,14,ть,ж,8а
16600,12,ка,жо,3*а
16601,15,ть,ж,8а
16602,20,ть,ж,8а
16603,15,ть,ж,8а
16604,20,ть,ж,8а
16605,13,ие,с,7а
16606,16,ть,ж,8а
16607,17,ть,ж,8а
16608,19,ть,ж,8а
16609,14,ие,с,7а
16610,19,ть,ж,8а
16611,14,ие,с,7а
16612,14,во,с,1а
16613,17,ть,ж,8а
16614,4,бо,с,1а
16615,10,ль,мо,2а
16616,13,ль,мо,2а
16617,8,од,м,1а
16618,9,он,м,1а
16619,9,еб,м,1а
16620,10,ие,с,7а
16621,11,ть,ж,8а
16622,12,на,ж,1а
16623,8,ца,ж,5а
16624,6,ль,ж,8а
16625,8,ас,мо,1а
16626,9,ие,с,7а
16627,16,ть,ж,8а
16628,10,во,с,1а
16629,12,ть,ж,8а
16630,9,ие,с,7а
16631,7,ие,с,7а
16632,10,ть,ж,8а
16633,10,ие,с,7а
16634,13,ть,ж,8а
16635,11,ть,ж,8а
16636,7,та,жо,1а
16637,8,ка,жо,3*а
16638,10,ка,жо,3*а
16639,8,да,ж,1а
16640,7,ос,м,1а
16641,12,ть,ж,8а
16642,17,ть,ж,8а
16643,8,ль,ж,8а
16644,12,на,ж,1а
16645,9,ка,ж,3*а
16646,10,ть,ж,8а
16647,12,ть,ж,8а
16648,13,ть,ж,8а
16649,15,во,с,1а
16650,10,ие,с,7а
16651,16,ть,ж,8а
16652,9,ца,ж,5а
16653,11,ть,ж,8а
16654,5,од,м,1а
16655,8,ик,м,3а
16656,8,ик,мо,3а
16657,8,ик,мо,3а
16658,13,ие,с,7а
16659,17,во,с,1а
16660,15,ть,ж,8а
16661,13,ие,с,7а
16662,16,ть,ж,8а
16663,14,ть,ж,8а
16664,13,ть,ж,8а
16665,14,ть,ж,8а
16666,9,ик,мо,3а
16667,10,ца,жо,5а
16668,14,во,с,1а
16669,9,ка,ж,3*а
16670,6,ля,ж,2а
16671,15,ть,ж,8а
16672,18,ть,ж,8а
16673,17,ть,ж,8а
16674,18,ть,ж,8а
16675,9,ия,ж,7а
16676,11,ик,мо,3а
16677,13,ка,жо,3*а
16678,16,ть,ж,8а
16679,11,ия,ж,7а
16680,12,ть,ж,8а
16681,10,ма,ж,1а
16682,6,ит,м,1а
16683,14,ер,м,1а
16684,6,оз,м,1а
16685,8,ог,мо,3а
16686,10,ия,ж,7а
16687,7,ма,ж,1а
16688,8,ат,мо,1а
16689,10,ка,жо,3*а
16690,12,ог,мо,3а
16691,14,ия,ж,7а
16692,8,ик,мо,3а
16693,10,ия,ж,7а
16694,15,оз,м,1а
16695,10,ие,с,7а
16696,8,да,ж,1а
16697,12,ть,ж,8а
16698,8,ча,ж,4а
16699,15,ть,ж,8а
16700,7,зд,м,1а
16701,13,ть,ж,8а
16702,9,та,ж,1а
16703,12,ие,с,7а
16704,14,ть,ж,8а
16705,13,ть,ж,8а
16706,17,ть,ж,8а
16707,7,од,м,1а
16708,7,ка,ж,3*а
16709,4,га,ж,3а
16710,7,ив,м,1а
16711,10,зм,м,1а
16712,8,он,м,1а
16713,10,ть,ж,8а
16714,8,ик,мо,3а
16715,9,ца,жо,5а
16716,10,ть,ж,8а
16717,11,ие,с,7а
16718,9,ка,жо,3*а
16719,11,во,с,1а
16720,17,ть,ж,8а
16721,9,нт,мо,1а
16722,10,ия,ж,7а
16723,7,ия,ж,7а
16724,4,гр,мо,1а
16725,13,ть,ж,8а
16726,8,ос,мо,1а
16727,10,ка,жо,3*а
16728,10,ка,жо,3*а
16729,7,ид,мо,1а
16730,5,ус,мо,1а
16731,11,ть,ж,8а
16732,16,ть,ж,8а
16733,12,ть,ж,8а
16734,12,ть,ж,8а
16735,17,ть,ж,8а
16736,16,ть,ж,8а
16737,18,ть,ж,8а
16738,9,ие,с,7а
16739,14,ть,ж,8а
16740,11,ть,ж,8а
16741,8,ка,ж,3*а
16742,6,ля,ж,2а
16743,10,ие,с,7а
16744,22,ть,ж,8а
16745,9,ок,мо,3*а
16746,7,ор,м,1а
16747,15,ль,мо,2а
16748,19,ца,жо,5а
16749,20,ть,ж,8а
16750,19,во,с,1а
16751,21,ть,ж,8а
16752,18,ть,ж,8а
16753,10,от,мо,1а
16754,14,во,с,1а
16755,9,ие,с,7а
16756,14,ть,ж,8а
16757,7,ес,м,1а
16758,9,ок,м,3*а
16759,12,во,с,1а
16760,14,ие,с,7а
16761,10,ск,м,3а
16762,13,ка,ж,3*а
16763,11,ка,ж,3*а
16764,14,ть,ж,8а
16765,8,яд,м,1а
16766,16,ть,ж,8а
16767,11,ка,ж,3*а
16768,8,уз,м,1а
16769,10,ка,ж,3*а
16770,8,ча,ж,4а
16771,7,ел,м,1а
16772,14,ть,ж,8а
16773,9,ка,ж,3*а
16774,10,ка,ж,3*а
16775,10,ие,с,7а
16776,7,ин,м,1а
16777,7,ог,м,3а
16778,8,ка,ж,3*а
16779,9,ик,мо,3а
16780,17,ть,ж,8а
16781,14,ть,ж,8а
16782,7,ал,м,1а
16783,8,сь,ж,8а
16784,12,кт,м,1а
16785,8,рм,м,1а
16786,15,ть,ж,8а
16787,7,ет,м,1а
16788,7,ив,м,1а
16789,7,ов,м,1а
16790,6,ля,ж,2а
16791,7,ер,м,1а
16792,9,ок,мо,3*а
16793,9,ок,м,3*а
16794,11,ие,с,7а
16795,7,ол,м,1а
16796,10,ка,ж,3*а
16797,9,от,м,1а
16798,10,ие,с,7а
16799,11,ие,с,7а
16800,12,ль,мо,2а
16801,16,во,с,1а
16802,9,ок,мо,3*а
16803,14,ть,ж,8а
16804,10,ка,ж,3*а
16805,7,ек,м,3а
16806,9,ка,ж,3*а
16807,9,та,ж,1а
16808,16,во,с,1а
16809,14,ть,ж,8а
16810,11,ие,с,7а
16811,11,ка,ж,3*а
16812,12,ие,с,7а
16813,14,ть,ж,8а
16814,13,ие,с,7а
16815,10,од,м,1а
16816,7,од,м,1а
16817,9,ль,мо,2а
16818,10,ок,мо,3*а
16819,10,ок,м,3*а
16820,7,ев,м,1а
16821,10,ка,ж,3*а
16822,9,тр,м,1а
16823,7,ол,м,1а
16824,10,ка,ж,3*а
16825,10,ок,м,3*а
16826,15,ть,ж,8а
16827,9,ча,ж,4а
16828,14,ть,ж,8а
16829,15,ть,ж,8а
16830,13,ть,ж,8а
16831,7,уг,м,3а
16832,7,ып,м,1а
16833,11,ие,с,7а
16834,14,ть,ж,8а
16835,9,га,ж,3а
16836,9,ок,м,3*а
16837,10,ие,с,7а
16838,8,ие,с,7а
16839,8,ок,мо,3*а
16840,8,ет,м,1а
16841,8,ат,м,1а
16842,10,ка,ж,3*а
16843,7,ет,м,1а
16844,6,уг,мо,3а
16845,12,ие,с,7а
16846,5,уг,м,3а
16847,12,ть,ж,8а
16848,16,ть,ж,8а
16849,9,ие,с,7а
16850,15,ть,ж,8а
16851,13,ть,ж,8а
16852,18,ть,ж,8а
16853,6,ть,жо,8а
16854,6,ть,ж,8а
16855,8,ть,ж,8а
16856,9,ка,ж,3*а
16857,15,ть,ж,8а
16858,13,ть,ж,8а
16859,8,ча,ж,4а
16860,14,ть,ж,8а
16861,12,ть,ж,8а
16862,15,ть,ж,8а
16863,13,ть,ж,8а
16864,10,ик,мо,3а
16865,16,ть,ж,8а
16866,15,ть,ж,8а
16867,14,ть,ж,8а
16868,13,ть,ж,8а
16869,7,ет,м,1а
16870,12,ть,ж,8а
16871,8,ие,с,7а
16872,10,ка,жо,3*а
16873,12,во,с,1а
16874,8,ие,с,7а
16875,16,ть,ж,8а
16876,10,ть,ж,8а
16877,12,ть,ж,8а
16878,12,ть,ж,8а
16879,12,ть,ж,8а
16880,13,ть,ж,8а
16881,13,ть,ж,8а
16882,12,ть,ж,8а
16883,14,ть,ж,8а
16884,13,ть,ж,8а
16885,8,ие,с,7а
16886,13,ть,ж,8а
16887,13,ть,ж,8а
16888,14,ть,ж,8а
16889,12,ие,с,7а
16890,14,ть,ж,8а
16891,14,ть,ж,8а
16892,13,ть,ж,8а
16893,14,ть,ж,8а
16894,11,ть,ж,8а
16895,11,во,с,1а
16896,13,ть,ж,8а
16897,14,ть,ж,8а
16898,13,ть,ж,8а
16899,15,ть,ж,8а
16900,14,ть,ж,8а
16901,10,ер,м,1а
16902,6,он,м,1а
16903,6,ин,м,1а
16904,6,он,м,1а
16905,15,ия,ж,7а
16906,15,ия,ж,7а
16907,11,рг,мо,3а
16908,13,ия,ж,7а
16909,13,ия,ж,7а
16910,10,зм,м,1а
16911,10,ст,мо,1а
16912,11,ет,м,1а
16913,13,ть,ж,8а
16914,9,ин,м,1а
16915,7,он,м,1а
16916,14,ия,ж,7а
16917,12,ть,ж,8а
16918,6,ен,м,1а
16919,13,ть,ж,8а
16920,20,ть,ж,8а
16921,16,ть,ж,8а
16922,10,кт,м,1а
16923,15,ть,ж,8а
16924,14,ть,ж,8а
16925,12,ть,ж,8а
16926,20,ть,ж,8а
16927,9,оз,м,1а
16928,6,оз,м,1а
16929,11,ия,ж,7а
16930,8,ог,м,3а
16931,9,нт,мо,1а
16932,11,ия,ж,7а
16933,9,ль,м,2а
16934,10,ия,ж,7а
16935,10,ия,ж,7а
16936,6,ар,м,1а
16937,8,ий,м,7а
16938,8,ин,м,1а
16939,9,ик,м,3а
16940,10,ос,м,1а
16941,6,он,м,1а
16942,14,ть,ж,8а
16943,12,ть,ж,8а
16944,13,ть,ж,8а
16945,12,на,ж,1а
16946,8,ца,ж,5а
16947,9,ть,ж,8а
16948,8,ид,м,1а
16949,13,ие,с,7а
16950,10,ть,ж,8а
16951,12,ть,ж,8а
16952,12,ть,ж,8а
16953,6,ма,жо,1а
16954,7,им,мо,1а
16955,9,ка,жо,3*а
16956,11,ть,ж,8а
16957,11,во,с,1а
16958,13,ия,ж,7а
16959,8,лл,м,1а
16960,9,на,ж,1а
16961,9,ть,ж,8а
16962,12,ть,ж,8а
16963,6,чь,ж,8а
16964,10,ть,ж,8а
16965,6,щь,ж,8а
16966,6,ик,мо,3а
16967,11,ик,мо,3а
16968,12,ца,жо,5а
16969,16,во,с,1а
16970,9,ть,ж,8а
16971,12,ть,ж,8а
16972,12,ть,ж,8а
16973,14,ть,ж,8а
16974,11,ие,с,7а
16975,12,ть,ж,8а
16976,15,ть,ж,8а
16977,5,ия,ж,7а
16978,5,ка,жо,3*а
16979,14,ть,ж,8а
16980,10,ть,ж,8а
16981,14,ть,ж,8а
16982,16,ть,ж,8а
16983,13,ть,ж,8а
16984,13,ть,ж,8а
16985,12,ть,ж,8а
16986,16,ть,ж,8а
16987,16,ть,ж,8а
16988,13,ть,ж,8а
16989,19,ть,ж,8а
16990,14,ть,ж,8а
16991,13,ть,ж,8а
16992,15,ть,ж,8а
16993,15,ть,ж,8а
16994,12,ть,ж,8а
16995,16,ть,ж,8а
16996,13,ть,ж,8а
16997,11,ть,ж,8а
16998,16,ть,ж,8а
16999,14,ть,ж,8а
17000,11,зм,м,1а
17001,15,во,с,1а
17002,6,ен,м,1а
17003,12,ть,ж,8а
17004,16,ть,ж,8а
17005,12,зм,м,1а
17006,12,ст,мо,1а
17007,14,ть,ж,8а
17008,15,ть,ж,8а
17009,14,ть,ж,8а
17010,11,ие,с,7а
17011,12,ть,ж,8а
17012,16,ть,ж,8а
17013,13,ть,ж,8а
17014,16,зм,м,1а
17015,10,ие,с,7а
17016,14,во,с,1а
17017,13,зм,м,1а
17018,14,зм,м,1а
17019,12,зм,м,1а
17020,12,ст,мо,1а
17021,6,ит,м,1а
17022,9,зм,м,1а
17023,17,во,с,1а
17024,15,зм,м,1а
17025,4,он,м,1а
17026,9,зм,м,1а
17027,9,ст,мо,1а
17028,16,во,с,1а
17029,9,ма,ж,1а
17030,12,ть,ж,8а
17031,12,зм,м,1а
17032,11,ик,мо,3а
17033,13,зм,м,1а
17034,13,ст,мо,1а
17035,16,ть,ж,8а
17036,15,ть,ж,8а
17037,15,ть,ж,8а
17038,16,ть,ж,8а
17039,12,ть,ж,8а
17040,11,ть,ж,8а
17041,18,ть,ж,8а
17042,10,зм,м,1а
17043,12,зм,м,1а
17044,11,ик,мо,3а
17045,17,ть,ж,8а
17046,12,ть,ж,8а
17047,18,ть,ж,8а
17048,17,ть,ж,8а
17049,14,ть,ж,8а
17050,13,ть,ж,8а
17051,14,ть,ж,8а
17052,16,ть,ж,8а
17053,14,ть,ж,8а
17054,12,ть,ж,8а
17055,14,ть,ж,8а
17056,13,ть,ж,8а
17057,8,ия,ж,7а
17058,13,ть,ж,8а
17059,17,ть,ж,8а
17060,9,ка,ж,3*а
17061,12,ть,ж,8а
