@relation 'trainingnumbers.verb-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-Rfirst,last,2'

@attribute Word numeric
@attribute 5let {овать,ичать,йкать,акать,аться,алеть,еться,лкать,ывать,укать,ахать,оветь,янеть,ацать,юкать,баять,егать,днеть,елеть,енеть,икать,ивать,евать,ухать,леять,стать,ждать,атеть,одать,олеть,лтать,осать,згать,ыкать,якать,яцать,ькать,уреть,ркать,алять,яться,ирать,ргать,ерять,язать,ибать,онять,игать,елать,ыхать,едать,нчать,треть,тшать,ереть,ешать,ещать,веять,имать,адать,ожать,увать,умать,ымать,езать,етать,окать,здать,преть,слеть,ыдать,зжать,грать,идать,илять,итать,хлять,апать,атать,ачать,епать,адеть,жнеть,ипать,лиять,япать,азать,инать,екать,агать,чтать,ужать,ыметь,очать,ицать,есать,лнять,ылать,сиять,ищать,паять,тлять,ихать,ягать,ядать,скать,утать,ащать,сеять,исать,ебать,отеть,ыпать,иветь,орать,ызать,улять,орять,елять,олять,знать,зреть,ябать,шлять,ючать,ырять,упать,мсать,глять,усать,ушать,изать,инять,арать,енять,рзать,огать,юхать,чкать,ясать,ытать,убать,угать,учать,меять,спеть,таять,снять,рпать,слять,вкать,олать,азеть,отать,упеть,убеть,опать,раять,охать,знеть,тнеть,мкать,стеть,рнеть,еветь,бреть,влеть,ылять,лбать,лжать,ажать,тлеть,ыгать,хлеть,южеть,лтеть,иреть,влять,асать,иметь,снеть,хтать,аветь,лаять,маять,длять,рцать,ирять,млеть,мшеть,еметь,енать,рхать,авать,лзать,ятать,пхать,тнать,рдеть,реять,обеть,ежеть,длать,инеть,ареть,мнеть,теять,яветь,хаять,илеть,юпать,одеть,омать,удать,тветь,чуять,зиять,злеть,блять,ваять,ьчать,ощать,млать,пчать,глеть,пнеть,гчать,ысеть,ютеть,рзеть,шкать,чнеть,юдать,ореть,плять,ртать,чхать,лдеть,осеть,есеть,юдеть,очеть,ожеть,ыбеть,уметь,ятеть,днять,анеть,млять,усеть,брять,блеть,урять,унать,удеть,ошать,длеть,ылеть,шлеть,вдать,епеть,рчать,абеть,клеть,ртеть,опеть,зветь,ыреть,аметь,ометь,ечать,птать,обать,внять,идеть,ймать,лнеть,едеть,ыжеть,ябеть,сметь,плеть,кнеть,жнять,ошеть,ьшать,арять,изеть,деять,онеть,ытеть,ишать,ьнять,юметь,чшать,дшать,чаять,ыбать,ндать,драть,юнеть}
@attribute Class {2а,1а,6а}

@data
5140,егать,1а
5141,ивать,1а
5142,аться,1а
5143,овать,2а
5144,аться,2а
5145,ывать,1а
5146,аться,1а
5147,ирать,1а
5148,аться,1а
5149,одать,1а
5150,аться,1а
5151,олеть,1а
5152,овать,2а
5153,ывать,1а
5154,овать,2а
5155,ывать,1а
5156,аться,1а
5157,ивать,1а
5158,аться,1а
5159,осать,1а
5160,згать,1а
5161,ивать,1а
5162,овать,2а
5163,ывать,1а
5164,ивать,1а
5165,ивать,1а
5166,алять,1а
5167,яться,1а
5168,аться,1а
5169,аться,1а
5170,ивать,1а
5171,нчать,1а
5172,аться,1а
5173,стать,1а
5174,ешать,1а
5175,ешать,1а
5176,ивать,1а
5177,веять,6а
5178,ивать,1а
5179,аться,1а
5180,идать,1а
5181,ирать,1а
5182,исать,1а
5183,ичать,1а
5184,овать,2а
5185,аться,2а
5186,очать,1а
5187,итать,1а
5188,аться,1а
5189,ирать,1а
5190,лнять,1а
5191,ивать,1а
5192,аться,1а
5193,ивать,1а
5194,адать,1а
5195,ибать,1а
5196,аться,1а
5197,отать,1а
5198,аться,1а
5199,ивать,1а
5200,аться,1а
5201,онять,1а
5202,онять,1а
5203,яться,1а
5204,евать,1а
5205,аться,1а
5206,овать,2а
5207,ывать,1а
5208,овать,2а
5209,аться,2а
5210,ывать,1а
5211,аться,1а
5212,ызать,1а
5213,улять,1а
5214,игать,1а
5215,игать,1а
5216,аться,1а
5217,елать,1а
5218,аться,1а
5219,ывать,1а
5220,аться,1а
5221,ргать,1а
5222,ивать,1а
5223,аться,1а
5224,ирать,1а
5225,евать,2а
5226,ерять,1а
5227,ывать,1а
5228,увать,1а
5229,умать,1а
5230,ывать,1а
5231,ыхать,1а
5232,едать,1а
5233,зжать,1а
5234,ивать,1а
5235,аться,1а
5236,ывать,1а
5237,ивать,1а
5238,игать,1а
5239,аться,1а
5240,идать,1а
5241,имать,1а
5242,инать,1а
5243,ирать,1а
5244,ывать,1а
5245,имать,1а
5246,имать,1а
5247,аться,1а
5248,евать,1а
5249,зреть,1а
5250,грать,1а
5251,ирать,1а
5252,овать,2а
5253,овать,2а
5254,ывать,1а
5255,ивать,1а
5256,ивать,1а
5257,ывать,1а
5258,овать,2а
5259,ывать,1а
5260,апать,1а
5261,ывать,1а
5262,ывать,1а
5263,аться,1а
5264,атать,1а
5265,аться,1а
5266,ывать,1а
5267,ывать,1а
5268,аться,1а
5269,аться,1а
5270,ачать,1а
5271,аться,1а
5272,аться,1а
5273,идать,1а
5274,ывать,1а
5275,аться,1а
5276,исать,1а
5277,ивать,1а
5278,епать,1а
5279,икать,1а
5280,аться,1а
5281,ивать,1а
5282,ркать,1а
5283,ивать,1а
5284,ывать,1а
5285,ырять,1а
5286,окать,1а
5287,олеть,1а
5288,мкать,1а
5289,ивать,1а
5290,яться,1а
5291,ывать,1а
5292,ивать,1а
5293,ивать,1а
5294,ивать,1а
5295,яться,1а
5296,яться,1а
5297,ивать,1а
5298,мсать,1а
5299,ывать,1а
5300,ркать,1а
5301,ивать,1а
5302,аться,1а
5303,упать,1а
5304,аться,1а
5305,усать,1а
5306,аться,1а
5307,утать,1а
5308,ывать,1а
5309,овать,2а
5310,ывать,1а
5311,ывать,1а
5312,лаять,6а
5313,яться,6а
5314,езать,1а
5315,етать,1а
5316,ивать,1а
5317,аться,1а
5318,овать,2а
5319,ывать,1а
5320,инять,1а
5321,стать,1а
5322,овать,2а
5323,евать,2а
5324,ывать,1а
5325,омать,1а
5326,аться,1а
5327,опать,1а
5328,аться,1а
5329,азать,6а
5330,аться,6а
5331,ывать,1а
5332,евать,2а
5333,ывать,1а
5334,ывать,1а
5335,аться,1а
5336,арать,1а
5337,аться,1а
5338,ивать,1а
5339,аться,1а
5340,яться,6а
5341,евать,2а
5342,ывать,1а
5343,аться,1а
5344,енять,1а
5345,енять,1а
5346,яться,1а
5347,яться,1а
5348,етать,1а
5349,етать,1а
5350,ешать,1а
5351,аться,1а
5352,ивать,1а
5353,ивать,1а
5354,аться,1а
5355,аться,1а
5356,инать,1а
5357,аться,1а
5358,ожать,1а
5359,огать,1а
5360,аться,1а
5361,окать,1а
5362,овать,2а
5363,ивать,1а
5364,ивать,1а
5365,учать,1а
5366,аться,1а
5367,ывать,1а
5368,аться,1а
5369,ыкать,1а
5370,ыкать,1а
5371,ивать,1а
5372,ачать,1а
5373,ягать,1а
5374,аться,1а
5375,ичать,1а
5376,имать,1а
5377,юхать,1а
5378,аться,1а
5379,аться,1а
5380,увать,1а
5381,аться,1а
5382,евать,1а
5383,аться,1а
5384,овать,2а
5385,аться,2а
5386,ывать,1а
5387,аться,1а
5388,адать,1а
5389,ивать,1а
5390,ивать,1а
5391,ывать,1а
5392,ивать,1а
5393,аться,1а
5394,ывать,1а
5395,чкать,1а
5396,аться,1а
5397,паять,1а
5398,евать,1а
5399,екать,1а
5400,аться,1а
5401,енать,1а
5402,ивать,1а
5403,атать,1а
5404,ывать,1а
5405,ивать,1а
5406,аться,1а
5407,ирать,1а
5408,аться,1а
5409,ихать,1а
5410,овать,2а
5411,овать,2а
5412,ывать,1а
5413,ывать,1а
5414,стать,1а
5415,ывать,1а
5416,скать,1а
5417,ивать,1а
5418,аться,1а
5419,ывать,1а
5420,лнять,1а
5421,яться,1а
5422,отеть,1а
5423,ясать,6а
5424,аться,6а
5425,ывать,1а
5426,аться,1а
5427,евать,1а
5428,преть,1а
5429,овать,2а
5430,ерять,1а
5431,ивать,1а
5432,скать,1а
5433,ивать,1а
5434,ягать,1а
5435,аться,1а
5436,ятать,6а
5437,аться,6а
5438,ывать,1а
5439,аться,1а
5440,угать,1а
5441,аться,1а
5442,скать,1а
5443,утать,1а
5444,аться,1а
5445,ывать,1а
5446,аться,1а
5447,стать,1а
5448,аться,2а
5449,ешать,1а
5450,аветь,1а
5451,овать,2а
5452,ывать,1а
5453,угать,1а
5454,аться,1а
5455,аться,1а
5456,ивать,1а
5457,ывать,1а
5458,ывать,1а
5459,аться,1а
5460,ажать,1а
5461,аться,1а
5462,ивать,1а
5463,ивать,1а
5464,ивать,1а
5465,атать,1а
5466,аться,1а
5467,длать,1а
5468,екать,1а
5469,аться,1а
5470,ивать,1а
5471,ивать,1а
5472,ивать,1а
5473,ушать,1а
5474,аться,1а
5475,имать,1а
5476,имать,1а
5477,аться,1а
5478,ывать,1а
5479,овать,2а
5480,ывать,1а
5481,евать,1а
5482,спеть,1а
5483,ивать,1а
5484,ивать,1а
5485,аться,1а
5486,егать,1а
5487,егать,1а
5488,ирать,1а
5489,адать,1а
5490,овать,2а
5491,аться,2а
5492,ывать,1а
5493,аться,1а
5494,аться,1а
5495,елять,1а
5496,яться,1а
5497,игать,1а
5498,аться,1а
5499,укать,1а
5500,ивать,1а
5501,аться,1а
5502,ивать,1а
5503,ивать,1а
5504,итать,1а
5505,ылать,1а
5506,ыпать,1а
5507,ыпать,1а
5508,аться,1а
5509,аться,1а
5510,ыхать,1а
5511,ивать,1а
5512,евать,2а
5513,ывать,1а
5514,аться,1а
5515,скать,1а
5516,овать,2а
5517,ывать,1а
5518,ачать,1а
5519,ивать,1а
5520,ивать,1а
5521,екать,1а
5522,ерять,1а
5523,ирать,1а
5524,аться,1а
5525,скать,1а
5526,ихать,1а
5527,евать,1а
5528,тлеть,1а
5529,лкать,1а
5530,овать,2а
5531,ывать,1а
5532,аться,1а
5533,огать,1а
5534,евать,2а
5535,ывать,1а
5536,ыкать,1а
5537,ыкать,1а
5538,ягать,1а
5539,ивать,1а
5540,аться,1а
5541,овать,2а
5542,ывать,1а
5543,овать,2а
5544,ивать,1а
5545,ывать,1а
5546,ивать,1а
5547,овать,2а
5548,аться,2а
5549,ывать,1а
5550,аться,1а
5551,овать,2а
5552,ывать,1а
5553,атать,1а
5554,орать,1а
5555,аться,1а
5556,опать,1а
5557,ывать,1а
5558,апать,1а
5559,аться,1а
5560,овать,2а
5561,аться,2а
5562,плять,1а
5563,ивать,1а
5564,ивать,1а
5565,рпать,1а
5566,тветь,1а
5567,ркать,1а
5568,слять,1а
5569,яться,1а
5570,овать,2а
5571,ивать,1а
5572,ырять,1а
5573,аться,1а
5574,ибать,1а
5575,ивать,1а
5576,овать,2а
5577,ывать,1а
5578,овать,2а
5579,аться,2а
5580,ывать,1а
5581,аться,1а
5582,ивать,1а
5583,евать,2а
5584,ывать,1а
5585,опать,1а
5586,ывать,1а
5587,ивать,1а
5588,аться,1а
5589,олять,1а
5590,лкать,1а
5591,ипать,1а
5592,упать,1а
5593,овать,2а
5594,аться,2а
5595,ывать,1а
5596,аться,1а
5597,рхать,1а
5598,овать,2а
5599,аться,2а
5600,еться,1а
5601,тлять,1а
5602,атать,1а
5603,аться,1а
5604,ивать,1а
5605,икать,1а
5606,овать,2а
5607,аться,2а
5608,икать,1а
5609,овать,2а
5610,аться,1а
5611,овать,2а
5612,овать,2а
5613,овать,2а
5614,ывать,1а
5615,итать,1а
5616,аться,1а
5617,ихать,1а
5618,аться,1а
5619,чкать,1а
5620,авать,1а
5621,акать,6а
5622,аться,6а
5623,енеть,1а
5624,овать,2а
5625,овать,2а
5626,овать,2а
5627,стать,1а
5628,овать,2а
5629,атать,1а
5630,ивать,1а
5631,скать,1а
5632,аться,1а
5633,еветь,1а
5634,иветь,1а
5635,овать,2а
5636,овать,2а
5637,овать,2а
5638,тнеть,1а
5639,ичать,1а
5640,ошать,1а
5641,утать,1а
5642,овать,2а
5643,овать,2а
5644,юхать,1а
5645,аться,1а
5646,алеть,1а
5647,овать,2а
5648,ахать,1а
5649,оветь,1а
5650,аться,1а
5651,акать,1а
5652,ивать,1а
5653,овать,2а
5654,аться,2а
5655,ывать,1а
5656,ывать,1а
5657,аться,1а
5658,ичать,1а
5659,юкать,1а
5660,егать,1а
5661,овать,2а
5662,ичать,1а
5663,овать,2а
5664,елеть,1а
5665,овать,2а
5666,аться,2а
5667,ивать,1а
5668,аться,1а
5669,овать,2а
5670,овать,2а
5671,днеть,1а
5672,леять,6а
5673,стать,1а
5674,ждать,1а
5675,одать,1а
5676,овать,2а
5677,олеть,1а
5678,лтать,1а
5679,ичать,1а
5680,ивать,1а
5681,аться,1а
5682,ывать,1а
5683,аться,1а
5684,осать,1а
5685,згать,6а
5686,згать,1а
5687,аться,6а
5688,якать,1а
5689,ивать,1а
5690,яцать,1а
5691,овать,2а
5692,ькать,1а
5693,ивать,1а
5694,уреть,1а
5695,евать,2а
5696,ывать,1а
5697,ивать,1а
5698,ичать,1а
5699,ивать,1а
5700,алять,1а
5701,яться,1а
5702,ивать,1а
5703,ичать,1а
5704,евать,1а
5705,едать,1а
5706,ывать,1а
5707,евать,1а
5708,ичать,1а
5709,нчать,1а
5710,аться,1а
5711,ргать,1а
5712,аться,1а
5713,стать,1а
5714,аться,1а
5715,ивать,1а
5716,ерять,1а
5717,елеть,1а
5718,ичать,1а
5719,овать,2а
5720,ереть,1а
5721,ерять,1а
5722,веять,6а
5723,ыхать,1а
5724,слеть,1а
5725,ивать,1а
5726,идать,1а
5727,аться,1а
5728,днеть,1а
5729,ивать,1а
5730,ивать,1а
5731,илять,1а
5732,аться,2а
5733,ивать,1а
5734,исать,1а
5735,жнеть,1а
5736,овать,2а
5737,лиять,1а
5738,евать,2а
5739,аться,2а
5740,ичать,1а
5741,овать,2а
5742,овать,2а
5743,ывать,1а
5744,очать,1а
5745,аться,1а
5746,овать,2а
5747,ивать,1а
5748,ечать,1а
5749,аться,1а
5750,ивать,1а
5751,ывать,1а
5752,онять,1а
5753,ргать,1а
5754,ивать,1а
5755,ирать,1а
5756,езать,1а
5757,омать,1а
5758,ирать,1а
5759,имать,1а
5760,стать,1а
5761,ивать,1а
5762,скать,1а
5763,птать,6а
5764,вкать,1а
5765,адать,1а
5766,евать,2а
5767,асать,1а
5768,ибать,1а
5769,ывать,1а
5770,ивать,1а
5771,азеть,1а
5772,ывать,1а
5773,одать,1а
5774,отать,1а
5775,упеть,1а
5776,ывать,1а
5777,аться,1а
5778,аться,1а
5779,ивать,1а
5780,одать,1а
5781,убеть,1а
5782,онять,1а
5783,онять,1а
5784,яться,1а
5785,евать,2а
5786,евать,2а
5787,овать,2а
5788,ичать,1а
5789,ыхать,1а
5790,ивать,1а
5791,ывать,1а
5792,убеть,1а
5793,знеть,1а
5794,тнеть,1а
5795,язать,1а
5796,ивать,1а
5797,улять,1а
5798,стеть,1а
5799,ивать,1а
5800,ивать,1а
5801,егать,1а
5802,ивать,1а
5803,аться,1а
5804,ирать,1а
5805,аться,1а
5806,аться,1а
5807,ывать,1а
5808,ивать,1а
5809,аться,1а
5810,ухать,1а
5811,ивать,1а
5812,ивать,1а
5813,ргать,1а
5814,аться,1а
5815,стать,1а
5816,веять,6а
5817,ивать,1а
5818,аться,1а
5819,игать,1а
5820,игать,1а
5821,аться,1а
5822,аться,1а
5823,аться,1а
5824,ивать,1а
5825,ивать,1а
5826,ирать,1а
5827,ывать,1а
5828,ывать,1а
5829,ивать,1а
5830,адать,1а
5831,ибать,1а
5832,аться,1а
5833,ивать,1а
5834,онять,1а
5835,овать,2а
5836,аться,2а
5837,ывать,1а
5838,аться,1а
5839,ызать,1а
5840,улять,1а
5841,ивать,1а
5842,евать,1а
5843,елать,1а
5844,аться,1а
5845,ывать,1а
5846,аться,1а
5847,ивать,1а
5848,ирать,1а
5849,увать,1а
5850,увать,1а
5851,евать,1а
5852,овать,2а
5853,елать,1а
5854,ичать,1а
5855,ывать,1а
5856,ргать,1а
5857,аться,1а
5858,ивать,1а
5859,ивать,1а
5860,аться,1а
5861,аться,1а
5862,еветь,1а
5863,ивать,1а
5864,аться,1а
5865,ивать,1а
5866,игать,1а
5867,идать,1а
5868,имать,1а
5869,инать,1а
5870,ывать,1а
5871,ивать,1а
5872,ивать,1а
5873,ывать,1а
5874,овать,2а
5875,ирать,1а
5876,ичать,1а
5877,ывать,1а
5878,апать,1а
5879,ывать,1а
5880,ывать,1а
5881,аться,1а
5882,ивать,1а
5883,атать,1а
5884,ывать,1а
5885,ывать,1а
5886,ачать,1а
5887,аться,1а
5888,ивать,1а
5889,идать,1а
5890,ывать,1а
5891,исать,1а
5892,ывать,1а
5893,ывать,1а
5894,ивать,1а
5895,епать,1а
5896,ивать,1а
5897,ывать,1а
5898,аться,1а
5899,ылять,1а
5900,ивать,1а
5901,ырять,1а
5902,аться,1а
5903,ивать,1а
5904,аться,1а
5905,ивать,1а
5906,ивать,1а
5907,ивать,1а
5908,ивать,1а
5909,овать,2а
5910,ывать,1а
5911,ывать,1а
5912,атать,1а
5913,егать,1а
5914,енеть,1а
5915,езать,1а
5916,длеть,1а
5917,аться,1а
5918,ивать,1а
5919,аться,1а
5920,инять,1а
5921,ипать,1а
5922,ичать,1а
5923,азать,6а
5924,аться,6а
5925,ывать,1а
5926,аться,1а
5927,евать,2а
5928,ывать,1а
5929,ывать,1а
5930,ивать,1а
5931,етать,1а
5932,етать,1а
5933,ешать,1а
5934,ивать,1а
5935,ивать,1а
5936,инать,1а
5937,окать,1а
5938,овать,2а
5939,ывать,1а
5940,ывать,1а
5941,аться,1а
5942,ивать,1а
5943,якать,1а
5944,имать,1а
5945,егать,1а
5946,имать,1а
5947,ирать,1а
5948,ореть,1а
5949,аться,1а
5950,ивать,1а
5951,обать,1а
5952,ичать,1а
5953,бреть,1а
5954,евать,1а
5955,аться,1а
5956,игать,1а
5957,аться,1а
5958,евать,1а
5959,ичать,1а
5960,ожать,1а
5961,овать,2а
5962,евать,1а
5963,спеть,1а
5964,адать,1а
5965,ивать,1а
5966,ивать,1а
5967,ывать,1а
5968,аться,1а
5969,ивать,1а
5970,ивать,1а
5971,паять,1а
5972,евать,1а
5973,екать,1а
5974,аться,1а
5975,атать,1а
5976,ывать,1а
5977,ирать,1а
5978,аться,1а
5979,ихать,1а
5980,ивать,1а
5981,ивать,1а
5982,еветь,1а
5983,ывать,1а
5984,ывать,1а
5985,ясать,6а
5986,аться,6а
5987,ывать,1а
5988,аться,1а
5989,ивать,1а
5990,ягать,1а
5991,аться,1а
5992,ятать,6а
5993,ывать,1а
5994,ивать,1а
5995,скать,1а
5996,утать,1а
5997,ывать,1а
5998,ухать,1а
5999,ивать,1а
6000,ивать,1а
6001,внять,1а
6002,яться,1а
6003,ивать,1а
6004,ажать,1а
6005,яться,1а
6006,ивать,1а
6007,евать,1а
6008,аться,1а
6009,ивать,1а
6010,стать,1а
6011,овать,2а
6012,овать,2а
6013,ывать,1а
6014,ивать,1а
6015,овать,2а
6016,овать,2а
6017,ывать,1а
6018,убать,1а
6019,ивать,1а
6020,аться,1а
6021,ывать,1а
6022,ывать,1а
6023,аться,1а
6024,аться,1а
6025,ыгать,1а
6026,ивать,1а
6027,ичать,1а
6028,хлеть,1а
6029,аться,1а
6030,ивать,1а
6031,ивать,1а
6032,ивать,1а
6033,ивать,1а
6034,ывать,1а
6035,длать,1а
6036,екать,1а
6037,ивать,1а
6038,ивать,1а
6039,ушать,1а
6040,ивать,1а
6041,аться,1а
6042,ывать,1а
6043,аться,1а
6044,егать,1а
6045,егать,1а
6046,игать,1а
6047,аться,1а
6048,ивать,1а
6049,итать,1а
6050,ылать,1а
6051,ыпать,1а
6052,аться,1а
6053,аться,1а
6054,ыреть,1а
6055,ыхать,1а
6056,ивать,1а
6057,ивать,1а
6058,ивать,1а
6059,ивать,1а
6060,ывать,1а
6061,скать,1а
6062,ивать,1а
6063,овать,2а
6064,ывать,1а
6065,ачать,1а
6066,ивать,1а
6067,ивать,1а
6068,таять,6а
6069,екать,1а
6070,ивать,1а
6071,ирать,1а
6072,аться,1а
6073,скать,1а
6074,аться,1а
6075,ивать,1а
6076,аться,1а
6077,ывать,1а
6078,овать,2а
6079,ывать,1а
6080,ывать,1а
6081,ркать,1а
6082,ивать,1а
6083,евать,2а
6084,ывать,1а
6085,ыкать,1а
6086,ыкать,1а
6087,аться,1а
6088,ивать,1а
6089,аться,1а
6090,япать,1а
6091,ывать,1а
6092,увать,1а
6093,ивать,1а
6094,здать,1а
6095,умать,1а
6096,аться,1а
6097,ывать,1а
6098,рнеть,1а
6099,ькать,1а
6100,ивать,1а
6101,ивать,1а
6102,ичать,1а
6103,овать,2а
6104,ичать,1а
6105,ивать,1а
6106,ивать,1а
6107,апать,1а
6108,ывать,1а
6109,ивать,1а
6110,аться,1а
6111,ивать,1а
6112,итать,1а
6113,ивать,1а
6114,ивать,1а
6115,ырять,1а
6116,ывать,1а
6117,ибать,1а
6118,ивать,1а
6119,евать,2а
6120,ывать,1а
6121,ивать,1а
6122,опать,1а
6123,ывать,1а
6124,ивать,1а
6125,ивать,1а
6126,едать,1а
6127,зжать,1а
6128,грать,1а
6129,аться,1а
6130,ивать,1а
6131,ыхать,1а
6132,южеть,1а
6133,едать,1а
6134,аться,1а
6135,рзать,1а
6136,ичать,1а
6137,ичать,1а
6138,алеть,1а
6139,овать,2а
6140,аться,2а
6141,ывать,1а
6142,елать,1а
6143,лтеть,1а
6144,овать,2а
6145,ивать,1а
6146,идеть,1а
6147,имать,1а
6148,аться,1а
6149,инать,1а
6150,рнеть,1а
6151,овать,2а
6152,ивать,1а
6153,ирать,1а
6154,ывать,1а
6155,ывать,1а
6156,аться,1а
6157,овать,2а
6158,акать,1а
6159,орать,1а
6160,овать,2а
6161,имать,1а
6162,аться,1а
6163,стать,1а
6164,ивать,1а
6165,олять,1а
6166,яться,1а
6167,ивать,1а
6168,аться,1а
6169,оветь,1а
6170,евать,1а
6171,ывать,1а
6172,енеть,1а
6173,овать,2а
6174,овать,2а
6175,овать,2а
6176,овать,2а
6177,ивать,1а
6178,знать,1а
6179,отеть,1а
6180,овать,2а
6181,ичать,1а
6182,ывать,1а
6183,грать,1а
6184,ывать,1а
6185,аться,1а
6186,икать,1а
6187,овать,2а
6188,иметь,1а
6189,аться,2а
6190,овать,2а
6191,ймать,1а
6192,акать,1а
6193,ывать,1а
6194,якать,1а
6195,апать,6а
6196,апать,1а
6197,ичать,1а
6198,ивать,1а
6199,ивать,1а
6200,ывать,1а
6201,ывать,1а
6202,ркать,1а
6203,ивать,1а
6204,ябать,1а
6205,атать,1а
6206,аться,1а
6207,ывать,1а
6208,аться,1а
6209,ачать,1а
6210,аться,1а
6211,ивать,1а
6212,аться,1а
6213,ивать,1а
6214,шлять,1а
6215,яться,6а
6216,аться,1а
6217,овать,2а
6218,ивать,1а
6219,идать,1а
6220,идать,1а
6221,ывать,1а
6222,ывать,1а
6223,епать,1а
6224,икать,6а
6225,яться,1а
6226,ичать,1а
6227,ркать,1а
6228,ылять,1а
6229,ивать,1а
6230,ырять,1а
6231,ичать,1а
6232,ивать,1а
6233,овать,2а
6234,ебать,6а
6235,аться,6а
6236,олеть,1а
6237,упать,1а
6238,ыхать,1а
6239,овать,2а
6240,мкать,1а
6241,опать,1а
6242,аться,1а
6243,овать,2а
6244,аться,2а
6245,евать,2а
6246,ичать,1а
6247,апать,6а
6248,ывать,1а
6249,снеть,1а
6250,аться,2а
6251,пчать,1а
6252,яться,1а
6253,ивать,1а
6254,овать,2а
6255,овать,2а
6256,мсать,1а
6257,глеть,1а
6258,пнеть,1а
6259,ивать,1а
6260,ывать,1а
6261,аться,1а
6262,якать,1а
6263,ивать,1а
6264,ывать,1а
6265,аться,1а
6266,хтать,6а
6267,овать,2а
6268,екать,1а
6269,упать,1а
6270,упать,1а
6271,аться,1а
6272,ивать,1а
6273,усать,1а
6274,ывать,1а
6275,ивать,1а
6276,ушать,1а
6277,овать,2а
6278,агать,1а
6279,аться,1а
6280,аться,1а
6281,ивать,1а
6282,акать,1а
6283,овать,2а
6284,ывать,1а
6285,скать,1а
6286,аться,1а
6287,лаять,6а
6288,яться,6а
6289,ичать,1а
6290,евать,2а
6291,еветь,1а
6292,егать,1а
6293,гчать,1а
6294,енеть,1а
6295,ивать,1а
6296,леять,6а
6297,овать,2а
6298,аться,1а
6299,ивать,1а
6300,етать,1а
6301,ивать,1а
6302,аться,1а
6303,лзать,1а
6304,ичать,1а
6305,ивать,1а
6306,аться,1а
6307,ывать,1а
6308,овать,2а
6309,оветь,1а
6310,овать,2а
6311,инять,1а
6312,овать,2а
6313,стать,1а
6314,овать,2а
6315,лнеть,1а
6316,ичать,1а
6317,ичать,1а
6318,омать,1а
6319,аться,1а
6320,опать,1а
6321,аться,1а
6322,скать,1а
6323,аться,1а
6324,овать,2а
6325,ыпать,1а
6326,ичать,1а
6327,ивать,1а
6328,ысеть,1а
6329,ыхать,1а
6330,овать,2а
6331,аться,2а
6332,ичать,1а
6333,аться,2а
6334,овать,2а
6335,авать,1а
6336,азать,6а
6337,азать,6а
6338,аться,6а
6339,аться,6а
6340,ывать,1а
6341,ывать,1а
6342,аться,1а
6343,акать,1а
6344,евать,2а
6345,ывать,1а
6346,ивать,1а
6347,ивать,1а
6348,ивать,1а
6349,арать,1а
6350,аться,1а
6351,ивать,1а
6352,ывать,1а
6353,овать,2а
6354,ывать,1а
6355,ахать,1а
6356,ивать,1а
6357,маять,6а
6358,яться,6а
6359,елеть,1а
6360,ькать,1а
6361,ьчать,1а
6362,енять,1а
6363,яться,1а
6364,ерять,1а
6365,яться,1а
6366,тветь,1а
6367,рцать,1а
6368,етать,1а
6369,чтать,1а
6370,ешать,1а
6371,ешать,1а
6372,аться,1а
6373,ивать,1а
6374,шкать,1а
6375,игать,1а
6376,ивать,1а
6377,овать,2а
6378,овать,2а
6379,инать,1а
6380,ирать,1а
6381,ожать,1а
6382,аться,1а
6383,огать,1а
6384,овать,2а
6385,одеть,1а
6386,ргать,1а
6387,отать,1а
6388,аться,1а
6389,ичать,1а
6390,чнеть,1а
6391,овать,2а
6392,овать,2а
6393,ыкать,1а
6394,тнеть,1а
6395,ивать,1а
6396,учать,1а
6397,аться,1а
6398,ыкать,1а
6399,ыкать,1а
6400,аться,1а
6401,шлять,1а
6402,укать,1а
6403,ивать,1а
6404,ирать,1а
6405,юдать,1а
6406,осать,1а
6407,аться,1а
6408,аться,1а
6409,глеть,1а
6410,елать,1а
6411,ргать,1а
6412,яться,6а
6413,идать,1а
6414,скать,1а
6415,ореть,1а
6416,ичать,1а
6417,ичать,1а
6418,икать,1а
6419,имать,1а
6420,оветь,1а
6421,овать,2а
6422,овать,2а
6423,укать,1а
6424,аться,1а
6425,ырять,1а
6426,юхать,1а
6427,ивать,1а
6428,ивать,1а
6429,едать,1а
6430,ещать,1а
6431,омать,1а
6432,таять,6а
6433,ичать,1а
6434,ивать,1а
6435,ичать,1а
6436,охать,1а
6437,адать,1а
6438,аться,1а
6439,ивать,1а
6440,ивать,1а
6441,ивать,1а
6442,чкать,1а
6443,паять,1а
6444,евать,1а
6445,енять,1а
6446,атать,1а
6447,овать,2а
6448,ивать,1а
6449,икать,1а
6450,ирать,1а
6451,овать,2а
6452,ивать,1а
6453,ывать,1а
6454,авать,1а
6455,акать,6а
6456,аться,6а
6457,ывать,1а
6458,скать,1а
6459,аться,1а
6460,ивать,1а
6461,тнеть,1а
6462,утать,1а
6463,ывать,1а
6464,ичать,1а
6465,лзать,1а
6466,лнеть,1а
6467,лнять,1а
6468,яться,1а
6469,скать,1а
6470,овать,2а
6471,аться,2а
6472,отеть,1а
6473,евать,2а
6474,аветь,1а
6475,овать,2а
6476,аться,2а
6477,преть,1а
6478,ивать,1а
6479,овать,2а
